附表2-1-4省(自治区、直辖市)选用水文监测站,,,,,,,,,,,,,,,,,
测站(井)名称,代码,所在,,,集水面积(km2),监测项目*1,地址(县、乡、村),地理座标,,,,,,主管机构,备注*2,,
,,水资源三级区,地级行政区,河流,,,,东经,,,北纬,,,,,,
,,,,,,,,。,′,″,。,′,″,,,,
宕昌,60707200,广元昭化以上,陇南地区,岷河,1449,蒸发雨量水位流量泥沙,甘肃省宕昌县城关镇,104,24,,34,02,,甘肃省水文水资源勘测局,,F,
黄鹿坝,60707600,广元昭化以上,陇南地区,拱坝河,1247,蒸发雨量水位流量泥沙,甘肃省武都县锦屏乡,104,47,,33,24,,甘肃省水文水资源勘测局,,F,
马街,60707800,广元昭化以上,陇南地区,北峪河,278,蒸发雨量水位流量泥沙,甘肃省武都县马街乡寺背村,104,57,,33,28,,甘肃省水文水资源勘测局,,F,
文县,60708000,广元昭化以上,陇南地区,白水江,7303,蒸发雨量水位流量,甘肃省文县城关镇,104,40,,32,57,,甘肃省水文水资源勘测局,,F,
蒿坪,60708100,广元昭化以上,陇南地区,白水江,8134,蒸发雨量水位流量,"甘肃省文县玉垒乡蒿
坪村",104,56,,32,51,,甘肃省水文水资源勘测局,,F,
草坝,60708500,广元昭化以上,陇南地区,让水河,702,蒸发雨量水位流量,甘肃省文县范坝乡,105,06,,32,44,,甘肃省水文水资源勘测局,,F,
立节,60727300,广元昭化以上,甘南藏族自治州,白龙江,8205,蒸发雨量水位流量泥沙,甘肃省舟曲县立节乡,104,04,,33,54,,甘肃省水文水资源勘测局,,F,
张家庄,60721300,广元昭化以上,陇南地区,小峪河,,雨量,甘肃省两当县张家乡,106,32,,34,08,,甘肃省水文水资源勘测局,,F,
两当,60721951,广元昭化以上,陇南地区,两当河,,雨量,甘肃省两当县北街村,106,18,,33,55,,甘肃省气象局,,F,
冯家河,60722100,广元昭化以上,陇南地区,两当河,,雨量,甘肃省两当县站儿巷乡,106,18,,33,49,,甘肃省水文水资源勘测局,,F,
江洛,60722800,广元昭化以上,陇南地区,泥阳河,,雨量,甘肃省徽县江洛乡,105,49,,33,53,,甘肃省水文水资源勘测局,,F,
红川,60722850,广元昭化以上,陇南地区,甸河,,雨量,甘肃省成县红川乡,105,53,,33,45,,甘肃省水文水资源勘测局,,F,
榆树,60722900,广元昭化以上,陇南地区,雪水河,,雨量,甘肃省徽县榆树乡,106,00,,33,58,,甘肃省水文水资源勘测局,,F,
麻岩子,60723150,广元昭化以上,陇南地区,麻沿河,,雨量,甘肃省徽县麻沿乡,105,44,,34,04,,甘肃省水文水资源勘测局,,F,
小川,60723400,广元昭化以上,陇南地区,小川河,,雨量,甘肃省成县小川乡,105,34,,33,41,,甘肃省水文水资源勘测局,,F,
纸坊,60724750,广元昭化以上,陇南地区,西汉水,,雨量,甘肃省成县纸坊乡,105,29,,33,43,,甘肃省水文水资源勘测局,,F,
甘泉,60724800,广元昭化以上,陇南地区,甘泉河,,雨量,甘肃省武都县甘泉乡,105,09,,33,26,,甘肃省水文水资源勘测局,,F,
望子关,60725000,广元昭化以上,陇南地区,平洛河,,雨量,甘肃省康县望关乡,105,22,,33,27,,甘肃省水文水资源勘测局,,F,
花儿坝,60725100,广元昭化以上,陇南地区,中寨河,,雨量,甘肃省武都县上游乡花儿坝,105,12,,33,34,,甘肃省水文水资源勘测局,,F,
云台,60725350,广元昭化以上,陇南地区,云台河,,雨量,甘肃省康县云台乡,105,40,,33,27,,甘肃省水文水资源勘测局,,F,
店子,60726100,广元昭化以上,陇南地区,铜钱河,,雨量,甘肃省康县店子乡,105,30,,33,13,,甘肃省水文水资源勘测局,,F,
五马,60726300,广元昭化以上,陇南地区,五马河,,雨量,甘肃省武都县五马乡,105,27,,33,03,,甘肃省水文水资源勘测局,,F,
郎木寺,60726600,广元昭化以上,甘南藏族自治州,白龙江,,蒸发雨量,"甘肃省碌曲县郎木寺冬
卡“小山坪上”",102,38,,34,05,,甘肃省水文水资源勘测局,,F,
各子,60726650,广元昭化以上,陇南地区,益畦沟,,雨量,甘肃省迭部县益畦乡,103,10,,34,08,,甘肃省水文水资源勘测局,,F,
岗岭,60726900,广元昭化以上,陇南地区,达拉沟,,雨量,甘肃省迭部县达拉乡,103,20,,33,52,,甘肃省水文水资源勘测局,,F,
阿夏,60727100,广元昭化以上,甘南藏族自治州,阿夏沟,,雨量,甘肃省迭部县阿夏乡,103,46,,33,49,,甘肃省水文水资源勘测局,,F,
阿坞,60727500,广元昭化以上,陇南地区,阿坞河,,雨量,甘肃省宕昌县阿坞乡,104,09,,34,17,,甘肃省水文水资源勘测局,,F,
理川,60727550,广元昭化以上,陇南地区,理川河,,雨量,甘肃省宕昌县理川乡,104,19,,34,15,,甘肃省水文水资源勘测局,,F,
南河,60727600,广元昭化以上,陇南地区,南河,,雨量,甘肃省宕昌县南河乡,104,15,,34,06,,甘肃省水文水资源勘测局,,F,
沙湾,60727900,广元昭化以上,陇南地区,白龙江,,雨量,甘肃省宕昌县沙湾乡,104,33,,33,37,,甘肃省水文水资源勘测局,,F,
角儿桥,60728100,广元昭化以上,甘南藏族自治州,贡坝河,,雨量,甘肃省舟曲县插岗乡角儿桥村,104,22,,33,35,,甘肃省水文水资源勘测局,,F,
铁坝,60728150,广元昭化以上,甘南藏族自治州,铁坝河,,雨量,甘肃省舟曲县铁坝乡,104,37,,33,22,,甘肃省水文水资源勘测局,,F,
安化,60728550,广元昭化以上,陇南地区,北峪河,,雨量,甘肃省武都县安化乡安化村,105,03,,33,30,,甘肃省水文水资源勘测局,,F,
安坪,60728850,广元昭化以上,陇南地区,龙沟,,雨量,甘肃省武都县马街乡,104,55,,33,33,,甘肃省水文水资源勘测局,,F,
外纳,60729150,广元昭化以上,陇南地区,白龙江,,雨量,甘肃省武都县外纳乡,105,03,,33,12,,甘肃省水文水资源勘测局,,F,
口头坝,60729350,广元昭化以上,陇南地区,白龙江,,雨量,甘肃省文县口头坝乡,104,58,,32,57,,甘肃省水文水资源勘测局,,F,
博峪,60729550,广元昭化以上,甘南藏族自治州,中路河,,雨量,甘肃省舟曲县博峪乡,104,23,,33,26,,甘肃省水文水资源勘测局,,F,
中寨,60729600,广元昭化以上,陇南地区,中路河,,雨量,甘肃省文县中寨乡,104,25,,33,11,,甘肃省水文水资源勘测局,,F,
长草坪,60729700,广元昭化以上,陇南地区,马连河,,雨量,甘肃省文县季家堡乡,104,36,,33,09,,甘肃省水文水资源勘测局,,F,
张家坝,60729750,广元昭化以上,陇南地区,马连河,,雨量,甘肃省文县石坊乡张家坝,104,37,,33,01,,甘肃省水文水资源勘测局,,F,
铁楼寨,60729850,广元昭化以上,陇南地区,白马峪河,,雨量,甘肃省文县铁楼乡,104,28,,32,55,,甘肃省水文水资源勘测局,,F,
文县,60729851,广元昭化以上,陇南地区,白水江,,雨量,"甘肃省文县上城“郊
外”",104,45,,32,56,,甘肃省气象局,,F,
刘家坪,60730100,广元昭化以上,陇南地区,让水河,,雨量,甘肃省文县刘家坪乡,104,49,,32,48,,甘肃省水文水资源勘测局,,F,
洛溏,60730400,广元昭化以上,陇南地区,洛塘河,,雨量,甘肃省武都县洛塘乡,105,16,,33,04,,甘肃省水文水资源勘测局,,F,
柴门关,,,,白水江,5277,雨量水位流量,"四川省南坪县郭元乡
柴门关",104,21,,33,05,,四川省水文水资源勘测局,,F,
沱沱河,60100500,通天河,海西蒙古族藏族自治州,沱沱河,15924,雨量流量泥沙地下水,格尔木市唐古拉山沱沱河大桥,92,27,,34,13,,青海省水文水资源局,,F,
直门达,60100700,通天河,玉树藏族自治州,秦淮河,137704,雨量流量泥沙地下水,称多县直门达村,97,14,,33,1,,青海省水文水资源局,,F,
桥东村,63000200,湖西及湖区,杭州市,南苕溪,233,水位、流量、雨量、蒸发、泥沙,浙江省临安市青云乡桥东村,119,38,,30,16,,临安市水利水电局,,F12,
临安青山水库,63000600,湖西及湖区,杭州市,南苕溪,603,水位、流量、雨量、蒸发,浙江省临安市青山水库,119,48,,30,15,,临安市水利水电局,,F12,
余杭,63001000,湖西及湖区,杭州市,南苕溪,,水位、雨量,浙江省余杭区余杭镇,119,56,,30,17,,余杭区林业水利局,,F12,
瓶窑,63001200,湖西及湖区,杭州市,东苕溪,1420,水位、流量、雨量,浙江省余杭区瓶窑镇,119,58,,30,24,,余杭区林业水利局,,F12,
湖州杭长桥,63002400,湖西及湖区,湖州市,苕溪,,水位、流量、雨量、蒸发,浙江省湖州市西门外杭长桥,120,5,,30,52,,湖州市水利农机局,,F12,
对河口水库,63003200,湖西及湖区,湖州市,余英溪,148.7,水位、流量、雨量、蒸发,浙江省德清县对河口水库,119,54,,30,32,,德清县水利农机局,,F12,
姜湾,63004400,湖西及湖区,湖州市,余英溪,20.9,水位、流量、雨量、蒸发,浙江省德清县筏头乡姜湾,119,50,,30,34,,德清县水利农机局,,F12,
德清大闸,63005000,湖西及湖区,湖州市,东苕溪,,水位、流量、雨量,浙江省德清县城关镇大南门外,120,5,,30,33,,德清县水利农机局,,F12,
埭溪,63005600,湖西及湖区,湖州市,埭溪,162,水位、流量、雨量,浙江省湖州市埭溪镇,120,1,,30,40,,湖州市水利农机局,,F12,
赋石水库,63006800,湖西及湖区,湖州市,西溪,326,水位、流量、雨量、蒸发,浙江省安吉县赋石水库,119,29,,30,38,,安吉县水利农机局,,F12,
横塘村,63007400,湖西及湖区,湖州市,西苕溪,1316,水位、流量、雨量、蒸发,浙江省安吉县安城乡横塘村,119,43,,30,43,,安吉县水利农机局,,F12,
梅溪,63007600,湖西及湖区,湖州市,西苕溪,,水位、雨量,浙江省安吉县梅溪镇,119,45,,30,45,,安吉县水利农机局,,F12,
范家村,63008000,湖西及湖区,湖州市,西苕溪,1940,水位、流量、雨量、泥沙,浙江省长兴县便民乡沈家里,119,51,,30,51,,长兴县水利农机局,,F12,
老石坎水库,63008800,湖西及湖区,湖州市,南溪,259,水位、流量、雨量、蒸发,浙江省安吉县老石坎水库,119,29,,30,29,,长兴县水利农机局,,F12,
市岭,63020200,湖西及湖区,杭州市,南苕溪,,雨量、蒸发,浙江省临安市临目乡市岭,119,34,,30,26,,临安市水利水电局,,F12,
临安溪口,63020600,湖西及湖区,杭州市,南苕溪,,雨量、蒸发,浙江省临安市临目乡溪口,119,35,,30,21,,临安市水利水电局,,F12,
南庄,63021200,湖西及湖区,杭州市,南溪,,雨量,浙江省临安市天目乡南庄,119,31,,30,18,,临安市水利水电局,,F12,
临安,63021600,湖西及湖区,杭州市,南苕溪,,雨量,浙江省临安市城关镇,119,43,,30,14,,临安市水利水电局,,F12,
徐家头,63022000,湖西及湖区,杭州市,锦溪,,雨量,浙江省临安市玲珑乡徐家头,119,38,,30,11,,临安市水利水电局,,F12,
横畈,63023000,湖西及湖区,杭州市,中苕溪,,雨量,浙江省临安市横畈镇,119,45,,30,20,,临安市水利水电局,,F12,
横湖,63023800,湖西及湖区,杭州市,北苕溪,,雨量,浙江省余杭区百丈乡横湖,119,48,,30,27,,余杭区林业水利局,,F12,
莫干山,63024600,湖西及湖区,湖州市,余英溪,,雨量,浙江省德清县莫干山,119,52,,30,37,,德清县水利农机局,,F12,
上朗,63027400,湖西及湖区,湖州市,余英溪,,雨量,浙江省德清县筏头乡下朗,119,47,,30,32,,德清县水利农机局,,F12,
上皋坞,63027600,湖西及湖区,湖州市,余英溪,,雨量,浙江省德清县筏头乡上皋坞,119,50,,30,31,,德清县水利农机局,,F12,
关上,63029000,湖西及湖区,湖州市,埭溪,,雨量,浙江省湖州市梅峰乡关上,119,53,,30,43,,湖州市水利农机局,,F12,
天锦堂,63029800,湖西及湖区,湖州市,西溪,,雨量,浙江省安吉县姚村乡天锦堂,119,15,,30,32,,安吉县水利农机局,,F12,
坟岱,63030000,湖西及湖区,湖州市,西溪,,雨量,浙江省安吉县永和乡坟岱村,119,20,,30,38,,安吉县水利农机局,,F12,
杭垓,63030200,湖西及湖区,湖州市,西溪,,雨量,浙江省安吉县杭垓乡杭垓,119,23,,30,35,,安吉县水利农机局,,F12,
马峰庵,63031200,湖西及湖区,湖州市,南溪,,雨量,浙江省安吉县章村乡长潭村大溪,119,25,,30,25,,安吉县水利农机局,,F12,
章里,63031600,湖西及湖区,湖州市,南溪,,雨量,浙江省安吉县章村乡章里,119,23,,30,29,,安吉县水利农机局,,F12,
冰坑,63031800,湖西及湖区,湖州市,深溪,,雨量,浙江省安吉县报福乡冰坑,119,28,,30,28,,安吉县水利农机局,,F12,
董岭,63032000,湖西及湖区,湖州市,景溪,,雨量,浙江省安吉县上市乡董岭,119,31,,30,26,,安吉县水利农机局,,F12,
孝丰,63032400,湖西及湖区,湖州市,南溪,,雨量,浙江省安吉县孝丰镇,119,33,,30,35,,安吉县水利农机局,,F12,
银坑,63033000,湖西及湖区,湖州市,浒溪,,雨量,浙江省安吉县山河乡银坑,119,38,,30,30,,安吉县水利农机局,,F12,
递铺,63033600,湖西及湖区,湖州市,递铺溪,,雨量,浙江省安吉县递铺镇,119,42,,30,38,,安吉县水利农机局,,F12,
西亩,63034400,湖西及湖区,湖州市,浑泥港,,雨量,浙江省安吉县西亩乡西亩,119,35,,30,45,,安吉县水利农机局,,F12,
天子岗水库,63034800,湖西及湖区,湖州市,浑泥港,,雨量,浙江省安吉县高禹乡天子岗水库,119,36,,30,36,,安吉县水利农机局,,F12,
钱坑桥,63035600,湖西及湖区,湖州市,晓墅港,,雨量,浙江省安吉县昆峒乡钱坑桥,119,48,,30,42,,安吉县水利农机局,,F12,
小梅口,63201850,湖西及湖区,湖州市,机坊港,,水位、雨量,浙江省湖州市白雀乡小梅口,120,6,,30,57,,湖州市水利农机局,,F12,
夹浦,63201900,湖西及湖区,湖州市,夹浦港,,水位、雨量,浙江省长兴县夹浦镇,119,56,,31,6,,长兴县水利农机局,,F12,
诸道岗,63202200,湖西及湖区,湖州市,箬溪,235,水位、流量、雨量、蒸发,浙江省长兴县诸道岗小浦镇,119,48,,31,3,,长兴县水利农机局,,F12,
长兴（二）,63202300,湖西及湖区,湖州市,长兴港,,水位、流量、雨量,浙江省长兴县雉城镇东门大桥,119,55,,31,0,,长兴县水利农机局,,F12,
大界牌,63221050,湖西及湖区,湖州市,泗安塘,,雨量,安徽省广德县流洞乡界牌,119,33,,30,55,,长兴县水利农机局,,F12,
访贤,63221300,湖西及湖区,湖州市,箬溪,,雨量,浙江省长兴县白岘乡访贤,119,41,,31,7,,长兴县水利农机局,,F12,
尚儒,63221350,湖西及湖区,湖州市,箬溪,,雨量,浙江省长兴县煤山乡尚儒,119,47,,31,10,,长兴县水利农机局,,F12,
槐花坎,63221500,湖西及湖区,湖州市,箬溪,,雨量,浙江省长兴县槐坎乡槐花坎,119,41,,31,4,,长兴县水利农机局,,F12,
幻娄闸（下）,63201751,杭嘉湖区,湖州市,幻娄港,,水位、雨量,浙江省湖州市太湖乡潘娄,120,15,,30,56,,湖州市水利农机局,,F12,
塘栖,63300400,杭嘉湖区,杭州市,杭嘉平运河,,水位、雨量,浙江省余杭县塘栖镇,120,11,,30,29,,余杭区林业水利局,,F12,
崇德,63300800,杭嘉湖区,嘉兴市,杭嘉平运河,,水位、雨量,浙江省桐乡县崇福镇,120,26,,30,26,,桐乡市水利农机局,,F12,
石门,63301000,杭嘉湖区,嘉兴市,杭嘉平运河,,水位、雨量,浙江省桐乡县石门镇,120,26,,30,26,,桐乡市水利农机局,,F12,
嘉兴,63301200,杭嘉湖区,嘉兴市,杭嘉平运河,,水位、雨量、蒸发,浙江省嘉兴市秀州新区庙浜,120,45,,30,45,,嘉兴市水利农机局,,F12,
王江泾,63301600,杭嘉湖区,嘉兴市,杭嘉平运河,,水位、雨量,浙江省嘉兴市郊区王江泾,120,42,,30,53,,秀州区水利农机局,,F12,
菱湖,63303400,杭嘉湖区,湖州市,龙溪,,水位、雨量,浙江省湖州市菱湖镇,120,11,,30,43,,湖州市水利农机局,,F12,
新市,63303600,杭嘉湖区,湖州市,洋溪港,,水位、雨量,浙江省德清县新市镇,120,17,,30,37,,德清县水利农机局,,F12,
双林实验站,63304400,杭嘉湖区,湖州市,双林塘,,水位、雨量、蒸发,浙江省湖州市苕南乡钱家田,120,21,,30,47,,湖州市水利农机局,,F12,
乌镇,63304800,杭嘉湖区,嘉兴市,澜溪塘,,水位、雨量,浙江省桐乡县乌镇北栅,120,29,,30,45,,桐乡市水利农机局,,F12,
南浔,63305200,杭嘉湖区,湖州市,頔塘,,水位、雨量,浙江省湖州市南浔镇,120,26,,30,53,,湖州市水利农机局,,F12,
桐乡,63307200,杭嘉湖区,嘉兴市,康泾塘,,水位、雨量,浙江省桐乡县梧桐镇,120,33,,30,38,,桐乡市水利农机局,,F12,
硖石,63307800,杭嘉湖区,嘉兴市,洛塘河,,水位、雨量,浙江省海宁市硖石镇,120,42,,30,32,,海宁市水利农机局,,F12,
欤城,63309200,杭嘉湖区,嘉兴市,海盐塘,,水位、雨量,浙江省海盐县欤城镇,120,51,,30,32,,海盐县水利农机局,,F12,
平湖,63309600,杭嘉湖区,嘉兴市,平湖塘,,水位、雨量,浙江省平湖市城关镇,121,1,,30,42,,平湖市水利农机局,,F12,
嘉善,63310600,杭嘉湖区,嘉兴市,嘉善塘,,水位、雨量,浙江省嘉善县魏塘镇,120,55,,30,51,,嘉善县水利农机局,,F12,
临平,63320800,杭嘉湖区,杭州市,禾丰港,,雨量,浙江省余杭县临平镇,120,18,,30,25,,余杭区林业水利局,,F12,
乍浦,63327000,杭嘉湖区,嘉兴市,乍浦塘,,雨量,浙江省平湖市乍浦镇,121,5,,30,36,,平湖市水利农机局,,F12,
七堡,70156600,杭嘉湖区,杭州市,钱塘江,,雨量,浙江省杭州市江干区彭埠乡七堡,120,16,,30,18,,杭州市林业水利局,,F12,
盐官,70156800,杭嘉湖区,嘉兴市,钱塘江,,雨量、蒸发,浙江省海宁市盐官镇,120,33,,30,24,,海宁市水利农机局,,F12,
镇江,62724200,湖西及湖区,镇江,长江,,雨量,江苏省镇江市南门大街,119,27,,32,13,,江苏省水文水资源勘测局,,F12,
江阴,62724350,武阳区,无锡,长江,,雨量,江苏省江阴市石牌乡肖山,120,18,,31,57,,江苏省水文水资源勘测局,,F12,
茅东闸,63121000,湖西及湖区,南京,茅东闸引河,,雨量,江苏省高淳县下坝乡新闸村,119,6,,31,18,,江苏省水文水资源勘测局,,F12,
南渡,63121300,湖西及湖区,常州,南河,,雨量,江苏省溧阳市南渡镇联盟村,119,21,,31,27,,江苏省水文水资源勘测局,,F12,
